,Tweet,Account,Score,Leaning
249,"ns: ""the reason can't need keep flexibility get children back school."" ",@thesnp,1,liberal
168,three half years since grenfell - yet people continue live unsafe unsellable homes. boris johnson could… ,@uklabour,1,liberal
320,one truly safe covid-19 are. i've written govt &amp; calling fo… ,@libdems,1,liberal
249,"ns: ""the reason can't need keep flexibility get children back school."" ",@thesnp,1,liberal
341,"millions unpaid carers faced serious financial hardship pandemic, government’s plan extra 5p day frankly insult. #standupforcarers ",@libdems,1,liberal
292,"ns: ""i want turn latest data vaccination. suppress virus, lane race we've spoken about, vaccine programme."" ",@thesnp,1,liberal
341,"millions unpaid carers faced serious financial hardship pandemic, government’s plan extra 5p day frankly insult. #standupforcarers ",@libdems,1,liberal
316,"lse paper, patrick dunleavy (also lse) questions colleagues’ assumptions 15-30% costs, suggesting 5% m… ",@thesnp,1,liberal
249,"ns: ""the reason can't need keep flexibility get children back school."" ",@thesnp,1,liberal
354,heart-breaking news. captain sir tom moore shining light hope people country around world du… ,@libdems,1,liberal
260,"ns: ""now, second final point want highlight relates mental health. week children's mental health week. takes place early february every year, year it's, course, significant ever."" ",@thesnp,1,liberal
276,"ns: ""it focused protecting vulnerable first, that's important, working quickly supplies allow everyone else."" ",@thesnp,1,liberal
184,"nearly four years grenfell, hundreds thousands people still living unsafe homes. we’re forcing vote make sure government protects makes responsible, leaseholders, pay repairs. ",@uklabour,1,liberal
245,"ns: ""one things pointing often, people feeling struggling things, often small gesture - phoning somebody sending card - make big difference."" ",@thesnp,1,liberal
360,today marks beginning lgbt+ history month. month time learn celebrate lives &amp; histories lgbt+ community. also reminder continue fighting equality justice lgbt+ people. #lgbthm21 ,@libdems,1,liberal
209,let’s get school staff vaccinated children back school. ,@uklabour,1,liberal
371,"sure catch welsh minister education, questions tonight 8pm ",@libdems,1,liberal
294,"ns: ""that really vital. us leading positive progress, infectiousness virus, especially new strain dealing past number weeks, means progress could easily reversed..."" ",@thesnp,1,liberal
254,"ns: ""in addition, young scot campaign aye feel useful information. websites also provide good advice, including support children's mental health."" ",@thesnp,1,liberal
243,"ns: ""so point today is, tough, we're months pandemic, we've still got tough times ahead us. everybody struggling. affecting us different ways affecting us."" ",@thesnp,1,liberal
186,residents like sarah made foot bill replace dangerous cladding. something incompetent government promised wouldn’t happen. it’s time provide upfront costs fix make responsible pay. ,@uklabour,1,liberal
324,rishi sunak complete denial million people who've repeatedly #excluded support. proud put my… ,@libdems,1,liberal
276,"ns: ""it focused protecting vulnerable first, that's important, working quickly supplies allow everyone else."" ",@thesnp,1,liberal
238,"ns: ""please, continue stay home except essential purposes. make sure following facts advice keep safe."" ",@thesnp,1,liberal
258,"ns: ""they've schools closed, education disrupted, they've unable see, play with, interact friends normal."" ",@thesnp,1,liberal
198,three half years grenfell unacceptable people still living unsafe unsellable homes. the… ,@uklabour,1,liberal
273,"ns: ""the uptake we're seeing - hope continues get younger population groups - way beyond anything would ever believed would possible."" ",@thesnp,1,liberal
337,still terrible gaps coronavirus support. around million people still excluded government help difficult time. deserve better. back campaign stand ,@libdems,1,liberal
280,"ns: ""if look week far, we've vaccinated 55% people period last week. gives sense acceleration seeing pace programme overall."" ",@thesnp,1,liberal
297,"ns: ""..and today want send condolences thoughts everybody grieving, particularly recently bereaved, everybody lost loved one course pandemic."" ",@thesnp,1,liberal
197,"nearly four years grenfell, hundreds thousands people still live buildings covered dangerous cladding. time incompetent government sort repairs make responsible pay. ",@uklabour,1,liberal
182,breaking: labour voted protect millions families stuck cladding crisis. conservatives didn’t even show up. ,@uklabour,1,liberal
215,"reopening schools soon safe must top priority. government must come proper plan. dither, delay. ",@uklabour,1,liberal
373,i’m helping local refugee charity - they’ve left limbo even government’s officials sa… ,@libdems,1,liberal
194,today #claddingscandal - we’re forcing parliamentary vote make sure govt protects millions unsa… ,@uklabour,1,liberal
274,"ns: ""but also want thank you, public, groups already prioritised vaccine, coming forward numbers far."" ",@thesnp,1,liberal
